,result,table,_start,_stop,_time,_value,_field,_measurement,device_type,location,sensor_id,source
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T04:54:00Z,66.3125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T04:57:00Z,64.5,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:00:00Z,61.470588235294116,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:03:00Z,60.9375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:06:00Z,59.625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:09:00Z,58.8235294117647,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:12:00Z,60.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:15:00Z,58.625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:18:00Z,58.1764705882353,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:21:00Z,58,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:24:00Z,54,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:27:00Z,52.705882352941174,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:30:00Z,54.4375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:33:00Z,50.125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:36:00Z,47.11764705882353,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:39:00Z,47.875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:42:00Z,50.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:45:00Z,49.35294117647059,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:48:00Z,47.25,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:51:00Z,50.8235294117647,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:54:00Z,45.125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T05:57:00Z,41.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:00:00Z,44.05882352941177,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:03:00Z,42.375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:06:00Z,43.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:09:00Z,42.411764705882355,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:12:00Z,42.75,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:15:00Z,39.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:18:00Z,40.705882352941174,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:21:00Z,40.625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:24:00Z,40.4375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:27:00Z,42.705882352941174,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:30:00Z,38.375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:33:00Z,38.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:36:00Z,36.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:39:00Z,36.75,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:42:00Z,38.125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:45:00Z,38.35294117647059,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:48:00Z,39.5,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:51:00Z,41.1764705882353,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:54:00Z,40.9375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T06:57:00Z,40.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:00:00Z,39.294117647058826,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:03:00Z,39.1875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:06:00Z,39.0625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:09:00Z,40.35294117647059,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:12:00Z,39.5,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:15:00Z,40.25,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:18:00Z,37.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:21:00Z,37.625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:24:00Z,39.75,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:27:00Z,38.88235294117647,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:30:00Z,38.75,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:33:00Z,37.1875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:36:00Z,36.470588235294116,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:39:00Z,38.25,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:42:00Z,39.3125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:45:00Z,38.35294117647059,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:48:00Z,38.1875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:51:00Z,39.294117647058826,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:54:00Z,40,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T07:57:00Z,41.4375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:00:00Z,39.76470588235294,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:03:00Z,40.6875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:06:00Z,38.375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:09:00Z,39.529411764705884,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:12:00Z,39.0625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:15:00Z,39.625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:18:00Z,41,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:21:00Z,41.6875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:24:00Z,39.375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:27:00Z,40.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:30:00Z,41.3125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:33:00Z,39.9375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:36:00Z,40.1764705882353,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:39:00Z,41.6875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:42:00Z,39.875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:45:00Z,39.05882352941177,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:48:00Z,39.75,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:51:00Z,39.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:54:00Z,39.75,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T08:57:00Z,39.6875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:00:00Z,40.11764705882353,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:03:00Z,39.875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:06:00Z,40.125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:09:00Z,38.88235294117647,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:12:00Z,39.25,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:15:00Z,39.0625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:18:00Z,38.23529411764706,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:21:00Z,38.1875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:24:00Z,37.9375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:27:00Z,38.23529411764706,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:30:00Z,37,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:33:00Z,37.9375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:36:00Z,36.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:39:00Z,38.5625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:42:00Z,38.9375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:45:00Z,38.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:48:00Z,38.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:51:00Z,37.76470588235294,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:54:00Z,37.4375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T09:57:00Z,36.8125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:00:00Z,37.11764705882353,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:03:00Z,37.0625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:06:00Z,39.1875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:09:00Z,40.64705882352941,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:12:00Z,39.375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:15:00Z,40.0625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:18:00Z,35.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:21:00Z,38.625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:24:00Z,37.3125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:27:00Z,35.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:30:00Z,36.5,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:33:00Z,38.375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:36:00Z,35.8235294117647,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:39:00Z,37.5,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:42:00Z,37.1875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:45:00Z,37.8235294117647,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:48:00Z,39.0625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:51:00Z,37.875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:54:00Z,37.529411764705884,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T10:57:00Z,38.3125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:00:00Z,37.25,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:03:00Z,37.411764705882355,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:06:00Z,38.3125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:09:00Z,38.3125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:12:00Z,38.588235294117645,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:15:00Z,37.0625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:18:00Z,38.705882352941174,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:21:00Z,37.9375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:24:00Z,38.625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:27:00Z,37.94117647058823,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:30:00Z,38.75,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:33:00Z,37.9375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:36:00Z,38.64705882352941,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:39:00Z,40.625,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:42:00Z,41.25,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:45:00Z,42.35294117647059,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:48:00Z,38.3125,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:51:00Z,38.25,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:54:00Z,39.88235294117647,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T11:57:00Z,40.875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T12:00:00Z,40.5,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T12:03:00Z,41.8235294117647,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T12:06:00Z,41.1875,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
,mean,1,2026-01-29T00:19:38.066417047Z,2026-02-05T00:19:38.066417047Z,2026-02-01T12:09:00Z,41.4375,pm2_5,environmental_sensors,environmental,default,default,mqtt-sensor
